date,geography_code,geography_name,ssa_t1_desc,sex,ethnicity_group,notional_nvq_level,e_and_t_aims_enrolments,e_and_t_aims_ach
2021/22,E08000032,Bradford,"Leisure, Travel and Tourism",Male,Not Provided,1,low,low
2021/22,E07000169,Selby,Not Applicable/ Not Known,Male,White,Total,10,10
2021/22,E07000164,Hambleton,"Business, Administration and Law",Male,White,3,low,low
2021/22,E07000165,Harrogate,Not Applicable/ Not Known,Total,White,2,low,low
2021/22,E08000033,Calderdale,Retail and Commercial Enterprise,Total,Black/African/Caribbean/Black British,4+,low,low
2021/22,E08000035,Leeds,"Leisure, Travel and Tourism",Female,Other Ethnic Group,4+,low,low
2021/22,E07000166,Richmondshire,Social Sciences,Total,Not Provided,Not Assigned,low,low
2021/22,E07000168,Scarborough,Not Applicable/ Not Known,Male,White,2,low,low
2021/22,E08000032,Bradford,Information and Communication Technology,Female,Black/African/Caribbean/Black British,2,10,low
2021/22,E08000036,Wakefield,"Agriculture, Horticulture and Animal Care",Male,White,1,low,low
2021/22,E07000167,Ryedale,Engineering and Manufacturing Technologies,Male,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E07000165,Harrogate,"Agriculture, Horticulture and Animal Care",Female,Not Provided,4+,low,low
2021/22,E07000168,Scarborough,Social Sciences,Male,Other Ethnic Group,Not Assigned,low,low
2021/22,E07000166,Richmondshire,Education and Training,Total,Not Provided,Not Assigned,low,low
2021/22,E07000169,Selby,"Leisure, Travel and Tourism",Male,Total,2,low,low
2021/22,E07000168,Scarborough,"History, Philosophy and Theology",Total,Black/African/Caribbean/Black British,4+,low,low
2021/22,E08000034,Kirklees,Total,Male,Total,E,1900,1510
2021/22,E07000163,Craven,Social Sciences,Male,Not Provided,Not Assigned,low,low
2021/22,E07000168,Scarborough,Not Applicable/ Not Known,Female,Other Ethnic Group,2,low,low
2021/22,E08000036,Wakefield,"Arts, Media and Publishing",Female,White,4+,low,low
2021/22,E08000033,Calderdale,Preparation for Life and Work,Total,Other Ethnic Group,4+,low,low
2021/22,E07000165,Harrogate,"Leisure, Travel and Tourism",Female,Total,3,10,low
2021/22,E07000168,Scarborough,Retail and Commercial Enterprise,Male,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E08000035,Leeds,"Health, Public Services and Care",Female,Asian/ Asian British,Not Assigned,low,low
2021/22,E07000164,Hambleton,Preparation for Life and Work,Female,White,3,low,low
2021/22,E07000169,Selby,"Health, Public Services and Care",Female,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E07000163,Craven,"Agriculture, Horticulture and Animal Care",Female,Mixed/ Multiple Ethnic Group,2,low,low
2021/22,E07000165,Harrogate,Social Sciences,Female,Not Provided,2,low,low
2021/22,E08000032,Bradford,Engineering and Manufacturing Technologies,Male,Not Provided,4+,low,low
2021/22,E08000034,Kirklees,"Construction, Planning and the Built Environment",Female,White,1,30,30
2021/22,E08000032,Bradford,"Arts, Media and Publishing",Female,Not Provided,Not Assigned,low,low
2021/22,E07000165,Harrogate,Science and Mathematics,Total,Other Ethnic Group,3,low,low
2021/22,E08000032,Bradford,Preparation for Life and Work,Female,Not Provided,Total,130,100
2021/22,E07000169,Selby,"History, Philosophy and Theology",Female,Other Ethnic Group,Not Assigned,low,low
2021/22,E07000164,Hambleton,Social Sciences,Male,Not Provided,2,low,low
2021/22,E07000165,Harrogate,Total,Male,Black/African/Caribbean/Black British,3,low,low
2021/22,E07000165,Harrogate,Engineering and Manufacturing Technologies,Female,Black/African/Caribbean/Black British,Total,low,low
2021/22,E07000164,Hambleton,"Languages, Literature and Culture",Male,Not Provided,1,low,low
2021/22,E08000036,Wakefield,Engineering and Manufacturing Technologies,Female,Asian/ Asian British,3,low,low
2021/22,E07000168,Scarborough,"Arts, Media and Publishing",Total,Black/African/Caribbean/Black British,E,low,low
2021/22,E08000034,Kirklees,Social Sciences,Total,Asian/ Asian British,3,10,low
2021/22,E07000163,Craven,Total,Female,Total,1,100,90
2021/22,E07000168,Scarborough,"Languages, Literature and Culture",Male,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000167,Ryedale,Total,Total,Total,Not Assigned,10,10
2021/22,E08000033,Calderdale,"Languages, Literature and Culture",Total,Asian/ Asian British,2,10,10
2021/22,E07000165,Harrogate,Preparation for Life and Work,Female,Total,Total,270,170
2021/22,E08000033,Calderdale,Retail and Commercial Enterprise,Male,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000164,Hambleton,Social Sciences,Female,Total,Total,low,low
2021/22,E08000036,Wakefield,Retail and Commercial Enterprise,Male,Black/African/Caribbean/Black British,E,low,low
2021/22,E07000166,Richmondshire,"Business, Administration and Law",Female,White,Not Assigned,low,low
2021/22,E07000168,Scarborough,Social Sciences,Male,White,4+,low,low
2021/22,E08000036,Wakefield,Engineering and Manufacturing Technologies,Female,Other Ethnic Group,4+,low,low
2021/22,E07000163,Craven,"Health, Public Services and Care",Total,Not Provided,Not Assigned,low,low
2021/22,E08000035,Leeds,"Agriculture, Horticulture and Animal Care",Male,Total,1,10,low
2021/22,E08000034,Kirklees,Science and Mathematics,Male,White,3,low,low
2021/22,E07000168,Scarborough,"Agriculture, Horticulture and Animal Care",Female,Asian/ Asian British,4+,low,low
2021/22,E08000034,Kirklees,Social Sciences,Male,Total,2,low,low
2021/22,E08000036,Wakefield,"Health, Public Services and Care",Male,Not Provided,E,low,low
2021/22,E08000032,Bradford,"Construction, Planning and the Built Environment",Male,Other Ethnic Group,2,low,low
2021/22,E07000164,Hambleton,"Health, Public Services and Care",Total,Asian/ Asian British,3,low,low
2021/22,E07000165,Harrogate,Not Applicable/ Not Known,Total,Asian/ Asian British,2,low,low
2021/22,E08000035,Leeds,"Arts, Media and Publishing",Total,Total,Not Assigned,30,20
2021/22,E08000032,Bradford,Total,Male,Mixed/ Multiple Ethnic Group,E,70,50
2021/22,E07000166,Richmondshire,Not Applicable/ Not Known,Female,Other Ethnic Group,Total,low,low
2021/22,E07000165,Harrogate,Science and Mathematics,Total,Black/African/Caribbean/Black British,E,low,low
2021/22,E07000163,Craven,Social Sciences,Female,White,2,low,low
2021/22,E07000166,Richmondshire,Information and Communication Technology,Male,Black/African/Caribbean/Black British,3,low,low
2021/22,E08000033,Calderdale,Preparation for Life and Work,Female,Total,1,400,310
2021/22,E07000169,Selby,"Business, Administration and Law",Female,Total,1,10,10
2021/22,E07000166,Richmondshire,Total,Male,Other Ethnic Group,Total,130,120
2021/22,E07000163,Craven,Preparation for Life and Work,Female,Not Provided,1,low,low
2021/22,E07000166,Richmondshire,"Leisure, Travel and Tourism",Female,White,1,low,low
2021/22,E07000166,Richmondshire,Education and Training,Male,Mixed/ Multiple Ethnic Group,E,low,low
2021/22,E08000033,Calderdale,"History, Philosophy and Theology",Male,Total,E,low,low
2021/22,E08000035,Leeds,"Languages, Literature and Culture",Total,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E07000167,Ryedale,"Arts, Media and Publishing",Male,White,2,low,low
2021/22,E07000164,Hambleton,Information and Communication Technology,Total,Black/African/Caribbean/Black British,Total,low,low
2021/22,E08000035,Leeds,"Business, Administration and Law",Total,Mixed/ Multiple Ethnic Group,3,10,10
2021/22,E07000165,Harrogate,Engineering and Manufacturing Technologies,Male,Asian/ Asian British,E,low,low
2021/22,E07000166,Richmondshire,Social Sciences,Male,Other Ethnic Group,2,low,low
2021/22,E07000166,Richmondshire,"History, Philosophy and Theology",Female,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E08000032,Bradford,"Arts, Media and Publishing",Male,Other Ethnic Group,2,low,low
2021/22,E08000035,Leeds,Engineering and Manufacturing Technologies,Female,White,Total,40,30
2021/22,E08000032,Bradford,"Agriculture, Horticulture and Animal Care",Male,Black/African/Caribbean/Black British,1,low,low
2021/22,E07000164,Hambleton,"Languages, Literature and Culture",Female,Not Provided,3,low,low
2021/22,E08000033,Calderdale,"Business, Administration and Law",Male,Black/African/Caribbean/Black British,2,low,low
2021/22,E08000033,Calderdale,"Languages, Literature and Culture",Male,Black/African/Caribbean/Black British,Total,low,low
2021/22,E07000168,Scarborough,"Leisure, Travel and Tourism",Male,Total,E,low,low
2021/22,E07000168,Scarborough,Education and Training,Female,Other Ethnic Group,4+,low,low
2021/22,E07000165,Harrogate,"Arts, Media and Publishing",Total,Not Provided,3,low,low
2021/22,E07000165,Harrogate,Education and Training,Male,Not Provided,2,low,low
2021/22,E07000165,Harrogate,"Business, Administration and Law",Female,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E08000034,Kirklees,"Leisure, Travel and Tourism",Male,White,3,10,low
2021/22,E07000163,Craven,"Construction, Planning and the Built Environment",Total,Black/African/Caribbean/Black British,4+,low,low
2021/22,E08000034,Kirklees,Engineering and Manufacturing Technologies,Male,Mixed/ Multiple Ethnic Group,2,10,10
2021/22,E07000169,Selby,Engineering and Manufacturing Technologies,Female,Asian/ Asian British,E,low,low
2021/22,E08000033,Calderdale,Not Applicable/ Not Known,Female,Mixed/ Multiple Ethnic Group,2,low,low
2021/22,E07000167,Ryedale,Science and Mathematics,Total,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E07000168,Scarborough,"Agriculture, Horticulture and Animal Care",Male,Total,Not Assigned,low,low
2021/22,E07000168,Scarborough,Education and Training,Total,Total,3,20,10
2021/22,E07000165,Harrogate,Retail and Commercial Enterprise,Total,Total,Total,160,130
2021/22,E08000036,Wakefield,"History, Philosophy and Theology",Male,Total,1,low,low
2021/22,E08000034,Kirklees,Information and Communication Technology,Male,Mixed/ Multiple Ethnic Group,4+,low,low
2021/22,E07000167,Ryedale,Retail and Commercial Enterprise,Total,Black/African/Caribbean/Black British,E,low,low
2021/22,E08000035,Leeds,Total,Male,Not Provided,Total,350,290
2021/22,E08000036,Wakefield,"Construction, Planning and the Built Environment",Female,Asian/ Asian British,E,low,low
2021/22,E08000033,Calderdale,"Business, Administration and Law",Female,Total,3,10,10
2021/22,E07000169,Selby,Social Sciences,Female,Total,2,low,low
2021/22,E07000163,Craven,Retail and Commercial Enterprise,Total,Other Ethnic Group,2,low,low
2021/22,E07000166,Richmondshire,Science and Mathematics,Male,Black/African/Caribbean/Black British,2,low,low
2021/22,E07000169,Selby,"Arts, Media and Publishing",Total,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E08000032,Bradford,Not Applicable/ Not Known,Female,Total,E,low,low
2021/22,E07000165,Harrogate,Education and Training,Female,Total,Total,70,50
2021/22,E08000034,Kirklees,"Languages, Literature and Culture",Total,Other Ethnic Group,Total,30,30
2021/22,E07000163,Craven,Information and Communication Technology,Female,Other Ethnic Group,1,low,low
2021/22,E07000169,Selby,Science and Mathematics,Female,Asian/ Asian British,Total,low,low
2021/22,E07000166,Richmondshire,"Agriculture, Horticulture and Animal Care",Total,White,4+,low,low
2021/22,E07000167,Ryedale,"History, Philosophy and Theology",Male,Total,E,low,low
2021/22,E07000168,Scarborough,"Leisure, Travel and Tourism",Female,White,1,low,low
2021/22,E07000166,Richmondshire,Not Applicable/ Not Known,Total,Mixed/ Multiple Ethnic Group,E,low,low
2021/22,E08000034,Kirklees,Retail and Commercial Enterprise,Male,Total,1,70,60
2021/22,E08000035,Leeds,"Arts, Media and Publishing",Male,White,3,40,30
2021/22,E07000169,Selby,"Agriculture, Horticulture and Animal Care",Male,Black/African/Caribbean/Black British,3,low,low
2021/22,E07000169,Selby,Science and Mathematics,Total,Other Ethnic Group,4+,low,low
2021/22,E08000036,Wakefield,Social Sciences,Female,Not Provided,E,low,low
2021/22,E08000036,Wakefield,Education and Training,Male,White,Total,50,40
2021/22,E08000036,Wakefield,"Business, Administration and Law",Male,Total,Total,120,80
2021/22,E07000163,Craven,"Business, Administration and Law",Female,Black/African/Caribbean/Black British,4+,low,low
2021/22,E07000163,Craven,Social Sciences,Male,Asian/ Asian British,1,low,low
2021/22,E08000033,Calderdale,Not Applicable/ Not Known,Total,Total,2,low,low
2021/22,E08000033,Calderdale,Preparation for Life and Work,Male,White,E,140,100
2021/22,E07000166,Richmondshire,"Arts, Media and Publishing",Total,Mixed/ Multiple Ethnic Group,E,low,low
2021/22,E07000169,Selby,Retail and Commercial Enterprise,Male,Black/African/Caribbean/Black British,4+,low,low
2021/22,E08000036,Wakefield,"Languages, Literature and Culture",Total,Total,Not Assigned,low,low
2021/22,E08000032,Bradford,"Business, Administration and Law",Total,Black/African/Caribbean/Black British,Not Assigned,low,low
2021/22,E07000164,Hambleton,Total,Male,Asian/ Asian British,Total,10,10
2021/22,E07000164,Hambleton,Social Sciences,Total,Not Provided,4+,low,low
2021/22,E08000033,Calderdale,"History, Philosophy and Theology",Total,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E07000168,Scarborough,Preparation for Life and Work,Female,Asian/ Asian British,4+,low,low
2021/22,E07000167,Ryedale,Information and Communication Technology,Female,Not Provided,2,low,low
2021/22,E07000168,Scarborough,Education and Training,Female,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E07000164,Hambleton,Total,Total,Total,E,170,140
2021/22,E08000033,Calderdale,Not Applicable/ Not Known,Male,Mixed/ Multiple Ethnic Group,3,low,low
2021/22,E08000036,Wakefield,"Business, Administration and Law",Female,Other Ethnic Group,3,low,low
2021/22,E08000036,Wakefield,Science and Mathematics,Total,Mixed/ Multiple Ethnic Group,Total,low,low
2021/22,E07000164,Hambleton,Preparation for Life and Work,Total,Other Ethnic Group,Total,30,20
2021/22,E07000166,Richmondshire,Not Applicable/ Not Known,Female,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E08000036,Wakefield,Total,Total,Not Provided,E,10,low
2021/22,E08000033,Calderdale,Education and Training,Total,Total,3,30,20
2021/22,E07000163,Craven,Engineering and Manufacturing Technologies,Total,Other Ethnic Group,2,low,low
2021/22,E07000169,Selby,Information and Communication Technology,Female,Asian/ Asian British,1,low,low
2021/22,E08000035,Leeds,"Health, Public Services and Care",Female,Black/African/Caribbean/Black British,4+,low,low
2021/22,E07000165,Harrogate,"Agriculture, Horticulture and Animal Care",Total,Black/African/Caribbean/Black British,4+,low,low
2021/22,E08000033,Calderdale,Education and Training,Total,White,Not Assigned,low,low
2021/22,E07000164,Hambleton,Not Applicable/ Not Known,Total,Not Provided,2,low,low
2021/22,E08000032,Bradford,"Agriculture, Horticulture and Animal Care",Total,Mixed/ Multiple Ethnic Group,Not Assigned,low,low
2021/22,E07000168,Scarborough,Social Sciences,Female,Asian/ Asian British,4+,low,low
2021/22,E07000169,Selby,"Leisure, Travel and Tourism",Total,Not Provided,Total,low,low
2021/22,E07000167,Ryedale,Not Applicable/ Not Known,Male,White,3,low,low
2021/22,E07000167,Ryedale,Total,Female,Total,E,30,30
2021/22,E08000034,Kirklees,"Leisure, Travel and Tourism",Male,Total,Total,110,80
2021/22,E08000036,Wakefield,Not Applicable/ Not Known,Total,Asian/ Asian British,E,low,low
2021/22,E07000169,Selby,"Agriculture, Horticulture and Animal Care",Total,White,Total,30,20
2021/22,E07000167,Ryedale,Retail and Commercial Enterprise,Female,Other Ethnic Group,3,low,low
2021/22,E07000164,Hambleton,Information and Communication Technology,Total,Asian/ Asian British,4+,low,low
2021/22,E07000165,Harrogate,"Construction, Planning and the Built Environment",Total,Total,2,30,20
2021/22,E07000163,Craven,Not Applicable/ Not Known,Male,Other Ethnic Group,2,low,low
2021/22,E08000033,Calderdale,"History, Philosophy and Theology",Female,Asian/ Asian British,1,low,low
2021/22,E08000034,Kirklees,Science and Mathematics,Female,Asian/ Asian British,3,20,10
2021/22,E08000032,Bradford,Total,Male,Not Provided,Total,190,150
2021/22,E07000167,Ryedale,"Health, Public Services and Care",Male,Mixed/ Multiple Ethnic Group,1,low,low
2021/22,E08000033,Calderdale,"Leisure, Travel and Tourism",Female,White,1,low,low
2021/22,E07000164,Hambleton,"Languages, Literature and Culture",Total,White,4+,low,low
2021/22,E07000164,Hambleton,"Languages, Literature and Culture",Male,Total,2,10,10
2021/22,E08000032,Bradford,"Leisure, Travel and Tourism",Total,Mixed/ Multiple Ethnic Group,E,low,low
2021/22,E08000034,Kirklees,Science and Mathematics,Female,Other Ethnic Group,4+,low,low
