Local Area,JobFunction Growth Rank,JobFunction Name,Job Growth Rank,Job Name,Skill Rank,Top 10 List of Skills Needed for the Job,Top 10 List of Skills Added by Members in Chamber Region occupied with the Job,"<--This job list contains ALL jobs that have been growing in demand from 2017 to 2021, categorized into Job Functions for readability"
West Yorkshire,6,Human Resources,4,Human Resources Coordinator,3,HR Policies,Performance Management,NA
West Yorkshire,6,Human Resources,4,Human Resources Coordinator,4,Recruiting,Training,NA
West Yorkshire,6,Human Resources,4,Human Resources Coordinator,5,Human Resources Information Systems (HRIS),Teamwork,NA
West Yorkshire,6,Human Resources,4,Human Resources Coordinator,6,Onboarding,Time Management,NA
West Yorkshire,6,Human Resources,4,Human Resources Coordinator,7,Employee Engagement,Microsoft Word,NA
West Yorkshire,6,Human Resources,4,Human Resources Coordinator,8,Interviewing,Microsoft Excel,NA
West Yorkshire,6,Human Resources,4,Human Resources Coordinator,9,CIPD qualified,Microsoft Office,NA
West Yorkshire,6,Human Resources,4,Human Resources Coordinator,10,Recruitment Advertising,Customer Service,NA
West Yorkshire,6,Human Resources,5,Head Of Human Resources,1,HR Policies,Talent Management,NA
West Yorkshire,6,Human Resources,5,Head Of Human Resources,2,Employee Relations,Employee Engagement,NA
West Yorkshire,6,Human Resources,5,Head Of Human Resources,3,Employee Engagement,NA,NA
West Yorkshire,6,Human Resources,5,Head Of Human Resources,4,Succession Planning,Employee Relations,NA
West Yorkshire,6,Human Resources,5,Head Of Human Resources,5,Talent Management,HR Policies,NA
West Yorkshire,6,Human Resources,5,Head Of Human Resources,6,Human Resources (HR),Human Resources (HR),NA
West Yorkshire,6,Human Resources,5,Head Of Human Resources,7,HR Strategy,Succession Planning,NA
West Yorkshire,6,Human Resources,5,Head Of Human Resources,8,Organizational Development,Recruiting,NA
West Yorkshire,6,Human Resources,5,Head Of Human Resources,9,HR Consulting,Organizational Design,NA
West Yorkshire,6,Human Resources,5,Head Of Human Resources,10,Culture Change,Strategic Human Resource Planning,NA
West Yorkshire,6,Human Resources,6,Payroll Administrator,1,Payroll Administration,Payroll Administration,NA
West Yorkshire,6,Human Resources,6,Payroll Administrator,2,Payroll Processing,Payroll Processing,NA
West Yorkshire,6,Human Resources,6,Payroll Administrator,3,Payroll Services,Administration,NA
West Yorkshire,6,Human Resources,6,Payroll Administrator,4,Sage Payroll,Human Resources (HR),NA
West Yorkshire,6,Human Resources,6,Payroll Administrator,5,Human Resources (HR),Microsoft Excel,NA
West Yorkshire,6,Human Resources,6,Payroll Administrator,6,Payroll Taxes,Time Management,NA
West Yorkshire,6,Human Resources,6,Payroll Administrator,7,Accounting,Microsoft Office,NA
West Yorkshire,6,Human Resources,6,Payroll Administrator,8,ADP Payroll,Training,NA
West Yorkshire,6,Human Resources,6,Payroll Administrator,9,Employee Relations,Microsoft Word,NA
West Yorkshire,6,Human Resources,6,Payroll Administrator,10,Account Reconciliation,Teamwork,NA
West Yorkshire,6,Human Resources,7,Recruitment Coordinator,1,Recruiting,Recruiting,NA
West Yorkshire,6,Human Resources,7,Recruitment Coordinator,2,Recruitment Advertising,Recruitment Advertising,NA
West Yorkshire,6,Human Resources,7,Recruitment Coordinator,3,Human Resources (HR),Interviewing,NA
West Yorkshire,6,Human Resources,7,Recruitment Coordinator,4,Interviewing,Human Resources (HR),NA
West Yorkshire,6,Human Resources,7,Recruitment Coordinator,5,Sourcing,Administration,NA
West Yorkshire,6,Human Resources,7,Recruitment Coordinator,6,Administration,Sourcing,NA
West Yorkshire,6,Human Resources,7,Recruitment Coordinator,7,Onboarding,Office Administration,NA
West Yorkshire,6,Human Resources,7,Recruitment Coordinator,8,Office Administration,Contract Recruitment,NA
West Yorkshire,6,Human Resources,7,Recruitment Coordinator,9,Contract Recruitment,Time Management,NA
West Yorkshire,6,Human Resources,7,Recruitment Coordinator,10,Applicant Tracking Systems,Administrative Assistance,NA
West Yorkshire,6,Human Resources,8,Human Resources Specialist,1,Human Resources (HR),Human Resources (HR),NA
West Yorkshire,6,Human Resources,8,Human Resources Specialist,2,Employee Relations,HR Policies,NA
West Yorkshire,6,Human Resources,8,Human Resources Specialist,3,HR Policies,Recruiting,NA
West Yorkshire,6,Human Resources,8,Human Resources Specialist,4,Employee Engagement,Employee Relations,NA
West Yorkshire,6,Human Resources,8,Human Resources Specialist,5,Recruiting,Employee Engagement,NA
West Yorkshire,6,Human Resources,8,Human Resources Specialist,6,Human Resources Information Systems (HRIS),Performance Management,NA
West Yorkshire,6,Human Resources,8,Human Resources Specialist,7,Talent Management,Interviewing,NA
West Yorkshire,6,Human Resources,8,Human Resources Specialist,8,Performance Management,NA,NA
West Yorkshire,6,Human Resources,8,Human Resources Specialist,9,HR Management,Human Resources Information Systems (HRIS),NA
West Yorkshire,6,Human Resources,8,Human Resources Specialist,10,Labor and Employment Law,Training,NA
West Yorkshire,6,Human Resources,9,Payroll Supervisor,1,Payroll Management,Payroll Administration,NA
West Yorkshire,6,Human Resources,9,Payroll Supervisor,2,Payroll Processing,Payroll Processing,NA
West Yorkshire,6,Human Resources,9,Payroll Supervisor,3,Payroll Administration,Payroll Management,NA
West Yorkshire,6,Human Resources,9,Payroll Supervisor,4,Payroll Taxes,Accounting,NA
West Yorkshire,6,Human Resources,9,Payroll Supervisor,5,Payroll Services,Human Resources (HR),NA
West Yorkshire,6,Human Resources,9,Payroll Supervisor,6,Sage Payroll,Performance Management,NA
West Yorkshire,6,Human Resources,9,Payroll Supervisor,7,Human Resources (HR),Change Management,NA
West Yorkshire,6,Human Resources,9,Payroll Supervisor,8,ADP Payroll,Management,NA
West Yorkshire,6,Human Resources,9,Payroll Supervisor,9,Payroll Analysis,Microsoft Excel,NA
West Yorkshire,6,Human Resources,9,Payroll Supervisor,10,Employee Relations,Microsoft Office,NA
West Yorkshire,6,Human Resources,10,Recruitment Associate,1,Recruiting,Recruiting,NA
West Yorkshire,6,Human Resources,10,Recruitment Associate,2,Recruitment Advertising,Sourcing,NA
West Yorkshire,6,Human Resources,10,Recruitment Associate,3,Sourcing,Recruitment Advertising,NA
West Yorkshire,6,Human Resources,10,Recruitment Associate,4,Contract Recruitment,Human Resources (HR),NA
West Yorkshire,6,Human Resources,10,Recruitment Associate,5,Technical Recruiting,Contract Recruitment,NA
West Yorkshire,6,Human Resources,10,Recruitment Associate,6,Executive Search,Executive Search,NA
West Yorkshire,6,Human Resources,10,Recruitment Associate,7,Interviewing,Temporary Staffing,NA
West Yorkshire,6,Human Resources,10,Recruitment Associate,8,Human Resources (HR),Interviewing,NA
West Yorkshire,6,Human Resources,10,Recruitment Associate,9,Temporary Staffing,Technical Recruiting,NA
West Yorkshire,6,Human Resources,10,Recruitment Associate,10,Screening Resumes,Sales,NA
West Yorkshire,6,Human Resources,11,Human Resources Officer,1,Employee Relations,Employee Relations,NA
West Yorkshire,6,Human Resources,11,Human Resources Officer,2,HR Policies,Human Resources (HR),NA
West Yorkshire,6,Human Resources,11,Human Resources Officer,3,Human Resources (HR),HR Policies,NA
West Yorkshire,6,Human Resources,11,Human Resources Officer,4,Employee Engagement,Recruiting,NA
West Yorkshire,6,Human Resources,11,Human Resources Officer,5,Recruiting,Employee Engagement,NA
West Yorkshire,6,Human Resources,11,Human Resources Officer,6,Performance Management,Performance Management,NA
West Yorkshire,6,Human Resources,11,Human Resources Officer,7,Human Resources Information Systems (HRIS),Sickness Absence Management,NA
West Yorkshire,6,Human Resources,11,Human Resources Officer,8,Labor and Employment Law,NA,NA
West Yorkshire,6,Human Resources,11,Human Resources Officer,9,Interviewing,Interviewing,NA
West Yorkshire,6,Human Resources,11,Human Resources Officer,10,Talent Management,Human Resources Information Systems (HRIS),NA
West Yorkshire,6,Human Resources,12,Learning and Development Coordinator,1,Training Coordination,Training & Development,NA
West Yorkshire,6,Human Resources,12,Learning and Development Coordinator,2,Training & Development,Employee Training,NA
West Yorkshire,6,Human Resources,12,Learning and Development Coordinator,3,Training Delivery,Training,NA
West Yorkshire,6,Human Resources,12,Learning and Development Coordinator,4,Learning Management Systems,Coaching,NA
West Yorkshire,6,Human Resources,12,Learning and Development Coordinator,5,Human Resources (HR),Performance Management,NA
West Yorkshire,6,Human Resources,12,Learning and Development Coordinator,6,Employee Training,Administration,NA
West Yorkshire,6,Human Resources,12,Learning and Development Coordinator,7,Teaching,Office Administration,NA
West Yorkshire,6,Human Resources,12,Learning and Development Coordinator,8,Employee Learning & Development,Time Management,NA
West Yorkshire,6,Human Resources,12,Learning and Development Coordinator,9,Office Administration,Microsoft Outlook,NA
West Yorkshire,6,Human Resources,12,Learning and Development Coordinator,10,E-Learning,Human Resources (HR),NA
West Yorkshire,6,Human Resources,13,Human Resources Administrator,1,Human Resources (HR),Human Resources (HR),NA
West Yorkshire,6,Human Resources,13,Human Resources Administrator,2,HR Policies,Recruiting,NA
West Yorkshire,6,Human Resources,13,Human Resources Administrator,3,Employee Relations,Employee Relations,NA
West Yorkshire,6,Human Resources,13,Human Resources Administrator,4,Recruiting,Administration,NA
West Yorkshire,6,Human Resources,13,Human Resources Administrator,5,Human Resources Information Systems (HRIS),HR Policies,NA
West Yorkshire,6,Human Resources,13,Human Resources Administrator,6,Onboarding,Employee Engagement,NA
West Yorkshire,6,Human Resources,13,Human Resources Administrator,7,Administration,Payroll Administration,NA
West Yorkshire,6,Human Resources,13,Human Resources Administrator,8,Office Administration,Office Administration,NA
West Yorkshire,6,Human Resources,13,Human Resources Administrator,9,Employee Engagement,Human Resources Information Systems (HRIS),NA
West Yorkshire,6,Human Resources,13,Human Resources Administrator,10,Interviewing,Administrative Assistance,NA
West Yorkshire,6,Human Resources,14,Recruitment Consultant,1,Recruiting,Recruiting,NA
West Yorkshire,6,Human Resources,14,Recruitment Consultant,2,Contract Recruitment,Executive Search,NA
West Yorkshire,6,Human Resources,14,Recruitment Consultant,3,Recruitment Advertising,Contract Recruitment,NA
West Yorkshire,6,Human Resources,14,Recruitment Consultant,4,Executive Search,Recruitment Advertising,NA
West Yorkshire,6,Human Resources,14,Recruitment Consultant,5,Technical Recruiting,Sourcing,NA
West Yorkshire,6,Human Resources,14,Recruitment Consultant,6,Sourcing,Permanent Placement,NA
West Yorkshire,6,Human Resources,14,Recruitment Consultant,7,Permanent Placement,Temporary Staffing,NA
West Yorkshire,6,Human Resources,14,Recruitment Consultant,8,Temporary Staffing,Interviewing,NA
West Yorkshire,6,Human Resources,14,Recruitment Consultant,9,Interviewing,Technical Recruiting,NA
West Yorkshire,6,Human Resources,14,Recruitment Consultant,10,Human Resources (HR),Consulting,NA
West Yorkshire,7,Healthcare Services,1,Psychologist,1,Psychological Assessment,Psychology,NA
West Yorkshire,7,Healthcare Services,1,Psychologist,2,Psychology,Psychological Assessment,NA
West Yorkshire,7,Healthcare Services,1,Psychologist,3,Cognitive Behavioral Therapy (CBT),Mental Health,NA
West Yorkshire,7,Healthcare Services,1,Psychologist,4,Mental Health,Cognitive Behavioral Therapy (CBT),NA
West Yorkshire,7,Healthcare Services,1,Psychologist,5,Psychotherapy,Group Therapy,NA
West Yorkshire,7,Healthcare Services,1,Psychologist,6,Group Therapy,Clinical Psychology,NA
West Yorkshire,7,Healthcare Services,1,Psychologist,7,Clinical Psychology,Psychotherapy,NA
West Yorkshire,7,Healthcare Services,1,Psychologist,8,Counseling Psychology,Clinical Research,NA
West Yorkshire,7,Healthcare Services,1,Psychologist,9,IBM SPSS,IBM SPSS,NA
West Yorkshire,7,Healthcare Services,1,Psychologist,10,Mental Health Counseling,Report Writing,NA
West Yorkshire,7,Healthcare Services,2,Medical Doctor,1,Medicine,Medicine,NA
West Yorkshire,7,Healthcare Services,2,Medical Doctor,2,Medical Education,Medical Education,NA
West Yorkshire,7,Healthcare Services,2,Medical Doctor,3,Healthcare,Healthcare,NA
West Yorkshire,7,Healthcare Services,2,Medical Doctor,4,Clinical Research,Primary Care,NA
West Yorkshire,7,Healthcare Services,2,Medical Doctor,5,Internal Medicine,Clinical Research,NA
West Yorkshire,7,Healthcare Services,2,Medical Doctor,6,Hospitals,Hospitals,NA
West Yorkshire,7,Healthcare Services,2,Medical Doctor,7,Emergency Medicine,Emergency Medicine,NA
West Yorkshire,7,Healthcare Services,2,Medical Doctor,8,Healthcare Management,Internal Medicine,NA
West Yorkshire,7,Healthcare Services,2,Medical Doctor,9,Surgery,Healthcare Management,NA
West Yorkshire,7,Healthcare Services,2,Medical Doctor,10,Public Health,Public Health,NA
West Yorkshire,7,Healthcare Services,3,Healthcare Assistant,1,Healthcare,Healthcare,NA
West Yorkshire,7,Healthcare Services,3,Healthcare Assistant,2,Personal Care,Elder Care,NA
West Yorkshire,7,Healthcare Services,3,Healthcare Assistant,3,Elder Care,Personal Care,NA
West Yorkshire,7,Healthcare Services,3,Healthcare Assistant,4,Nursing,Dementia Care,NA
West Yorkshire,7,Healthcare Services,3,Healthcare Assistant,5,Dementia Care,Mental Health,NA
West Yorkshire,7,Healthcare Services,3,Healthcare Assistant,6,Home Care,Manual Handling,NA
West Yorkshire,7,Healthcare Services,3,Healthcare Assistant,7,Mental Health,Patient Care,NA
West Yorkshire,7,Healthcare Services,3,Healthcare Assistant,8,Patient Care,First Aid,NA
West Yorkshire,7,Healthcare Services,3,Healthcare Assistant,9,Patient Safety,Communication,NA
West Yorkshire,7,Healthcare Services,3,Healthcare Assistant,10,Hospitals,Teamwork,NA
West Yorkshire,7,Healthcare Services,4,Medical Secretary,1,Medical Terminology,Medical Terminology,NA
West Yorkshire,7,Healthcare Services,4,Medical Secretary,2,Audio Typing,Audio Typing,NA
West Yorkshire,7,Healthcare Services,4,Medical Secretary,3,Medical Office,Telephone Reception,NA
West Yorkshire,7,Healthcare Services,4,Medical Secretary,4,Healthcare,Healthcare,NA
West Yorkshire,7,Healthcare Services,4,Medical Secretary,5,Medical Records,Hospitals,NA
West Yorkshire,7,Healthcare Services,4,Medical Secretary,6,Hospitals,Patient Safety,NA
West Yorkshire,7,Healthcare Services,4,Medical Secretary,7,Receptionist Duties,Administration,NA
West Yorkshire,7,Healthcare Services,4,Medical Secretary,8,Typing,Diary Management,NA
West Yorkshire,7,Healthcare Services,4,Medical Secretary,9,Clerical Skills,Office Administration,NA
West Yorkshire,7,Healthcare Services,4,Medical Secretary,10,EMIS,Microsoft Word,NA
West Yorkshire,7,Healthcare Services,5,Physical Therapist,1,Physical Therapy,Physical Therapy,NA
West Yorkshire,7,Healthcare Services,5,Physical Therapist,2,Rehabilitation,Rehabilitation,NA
West Yorkshire,7,Healthcare Services,5,Physical Therapist,3,Manual Therapy,Musculoskeletal Physiotherapy,NA
West Yorkshire,7,Healthcare Services,5,Physical Therapist,4,Musculoskeletal Physiotherapy,Sports Injuries,NA
West Yorkshire,7,Healthcare Services,5,Physical Therapist,5,Sports Injuries,Manual Therapy,NA
West Yorkshire,7,Healthcare Services,5,Physical Therapist,6,Musculoskeletal System,Musculoskeletal System,NA
West Yorkshire,7,Healthcare Services,5,Physical Therapist,7,Injury Prevention,Exercise Prescription,NA
West Yorkshire,7,Healthcare Services,5,Physical Therapist,8,Exercise Prescription,Injury Prevention,NA
West Yorkshire,7,Healthcare Services,5,Physical Therapist,9,Sports Medicine,Healthcare,NA
West Yorkshire,7,Healthcare Services,5,Physical Therapist,10,Acupuncture,Sports Medicine,NA
West Yorkshire,7,Healthcare Services,6,Medical Specialist,1,Healthcare,Healthcare,NA
West Yorkshire,7,Healthcare Services,6,Medical Specialist,2,Medicine,Hospitals,NA
West Yorkshire,7,Healthcare Services,6,Medical Specialist,3,Healthcare Management,Healthcare Management,NA
West Yorkshire,7,Healthcare Services,6,Medical Specialist,4,Hospitals,Medicine,NA
West Yorkshire,7,Healthcare Services,6,Medical Specialist,5,Nursing,Clinical Research,NA
West Yorkshire,7,Healthcare Services,6,Medical Specialist,6,Patient Safety,Leadership,NA
West Yorkshire,7,Healthcare Services,6,Medical Specialist,7,Emergency Medicine,Training,NA
West Yorkshire,7,Healthcare Services,6,Medical Specialist,8,Clinical Research,Microsoft Excel,NA
West Yorkshire,7,Healthcare Services,6,Medical Specialist,9,Basic Life Support (BLS),Teamwork,NA
West Yorkshire,7,Healthcare Services,6,Medical Specialist,10,Cardiopulmonary Resuscitation (CPR),Customer Service,NA
West Yorkshire,7,Healthcare Services,7,Nutritionist,1,Dietetics,Nutrition,NA
West Yorkshire,7,Healthcare Services,7,Nutritionist,2,Clinical Nutrition,Clinical Nutrition,NA
West Yorkshire,7,Healthcare Services,7,Nutritionist,3,Nutrition Education,Dietetics,NA
West Yorkshire,7,Healthcare Services,7,Nutritionist,4,Nutritional Counseling,Nutrition Education,NA
West Yorkshire,7,Healthcare Services,7,Nutritionist,5,Nutrition,Nutritional Counseling,NA
West Yorkshire,7,Healthcare Services,7,Nutritionist,6,Weight Management,Health Education,NA
West Yorkshire,7,Healthcare Services,7,Nutritionist,7,Health Promotion,Health Promotion,NA
West Yorkshire,7,Healthcare Services,7,Nutritionist,8,Health Education,Medical Nutrition Therapy,NA
West Yorkshire,7,Healthcare Services,7,Nutritionist,9,Medical Nutrition Therapy,Sports Nutrition,NA
West Yorkshire,7,Healthcare Services,7,Nutritionist,10,Enteral Nutrition,Weight Management,NA
West Yorkshire,8,Engineering,1,Full Stack Engineer,1,React.js,Node.js,NA
West Yorkshire,8,Engineering,1,Full Stack Engineer,2,Node.js,JavaScript,NA
West Yorkshire,8,Engineering,1,Full Stack Engineer,3,JavaScript,React.js,NA
West Yorkshire,8,Engineering,1,Full Stack Engineer,4,Git,Cascading Style Sheets (CSS),NA
West Yorkshire,8,Engineering,1,Full Stack Engineer,5,TypeScript,HTML5,NA
West Yorkshire,8,Engineering,1,Full Stack Engineer,6,Full-Stack Development,Git,NA
West Yorkshire,8,Engineering,1,Full Stack Engineer,7,MongoDB,Full-Stack Development,NA
